"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Curacao","CUW","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20146.3864122001","20587.397358013","20462.7179539813","20258.0096948833","19951.3279030441","19555.3658492891","19457.5315232205","19573.892645136","",
"Cayman Islands","CYM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83322.7834434623","85434.2681740934","85187.8402352083","77398.0158439916","73350.7848219067","72328.411640906","72783.320437604","73515.8953177856","74990.4332223775","76280.4862528245","78296.0999272332","81124.5134794821","85477.2870130687","",
"Cyprus","CYP","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","976.33424476934","1157.41164807939","1476.27154273967","1929.40360692052","2559.25967546587","4232.02293870659","4033.24047772902","4122.78449894301","4091.04849762666","4258.74358947914","4488.28700259453","5642.63147635102","6690.57797489323","7645.62976711711","8038.91424224167","9641.57527301293","9696.09959332362","11310.0719239521","10526.1417696747","11617.6927784249","15261.4105623727","15139.22613332","14234.2443841858","15092.8262545433","15287.919127344","14388.3480609917","14821.4468167502","16093.214611298","20252.2389846021","23792.6213632243","24959.2591697881","26729.3234045802","31244.9262239722","35397.3636837901","32109.2425148579","31023.6383309791","32396.3857437121","28912.1569390403","27729.1926990735","27129.6261211298","23333.7149112129","24532.5190588269","26338.6943443136","28689.7067225792","27858.3709958327",
"Czech Republic","CZE","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3917.15984010204","2878.71928306369","3352.03416144651","3931.74446274757","4601.95231248673","5788.15073679709","6493.86334640108","5996.83381043982","6458.90450104404","6307.69800377791","6011.61522035701","6609.20552986054","8032.89661245767","9773.11750251281","11685.8872407234","13346.1763898857","15183.6360541375","18373.6489976913","22698.8539572605","19741.5976279826","19808.0710912518","21717.4579392202","19729.8705111763","19916.0193873722","19744.5586092159","17715.6168523009","18463.3865756564","20379.8960396417","23046.9491261402","23101.7777049854",
"Germany","DEU","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","2761.16683631154","3192.1336177736","3809.98144723309","5046.75510676642","5639.07761842548","6236.3588853405","6634.85689909309","7682.95377600642","9482.04284590652","11281.0233217764","12138.3081048011","10209.0731131771","9913.73764365182","9864.3449403866","9313.16941419653","9429.56921260612","13461.8310057324","16677.5107867621","17931.282325738","17764.3764392283","22303.9613327585","23357.757725073","26438.2303888417","25522.6295733618","27076.60675014","31658.3493789135","30485.8665482279","26964.0494672673","27289.0593603191","26725.9152182573","23635.9292203977","23607.8828553922","25077.7290759602","30243.5765296979","34044.0536341248","34507.3688142332","36323.4477421822","41587.2128984264","45427.151677489","41485.9016495139","41531.9341978689","46644.776027968","43858.3630551076","46285.7640688407","47959.9932737599","41139.5445685533","42098.9204453545","44349.5896552757","47639.0034407122","46258.8782897052",
"Djibouti","DJI","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","801.172727261608","","761.470312414935","748.195249198534","725.742532069468","766.1409545474","762.011321733064","777.262329602146","753.520188893783","790.032265170134","789.551769053208","767.500314974148","760.635021178711","755.761693583278","765.856135000962","768.17607674712","780.908222642322","791.389478167512","818.86662978308","863.231612341457","904.729748876566","967.668622919565","1052.72565197384","1223.85686092098","1267.31280083416","1343.26872994437","1451.54297984389","1559.24065068226","2312.72880330353","2464.32784119361","2658.97875260181","2802.19705115707","2914.38385631251","3141.88921873893","3408.84625440838",
"Dominica","DMA","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","624.631636811103","769.078341978832","734.010524833419","966.681537739774","1090.27328886469","1193.65327609118","1324.66725939451","1478.07166782766","1632.38115548917","1863.45468295146","2113.92715186721","2402.90675309058","2617.77983064863","2860.4315596643","3122.78998241143","3317.90455969692","3466.38608226049","3721.34716533179","3861.17961332454","4120.41840532311","4291.69230704663","4593.71449528891","4750.61215722775","4787.78017069474","4883.7236627966","4771.04092651725","4897.44174988112","5217.230415605","5160.22431361932","5518.39910840448","5952.0566685762","6469.14573799801","6902.85716974119","6967.26665433457","7065.06184677542","6848.3942266793","7016.67647144723","7318.10378289945","7596.43506226258","8080.96862341186","7274.72133332918","7691.34509727878","8300.37507427213",
"Denmark","DNK","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","2487.13618090884","2700.74628964677","2776.13539044344","3151.13316134695","3464.45515573196","3845.50608879175","4654.29893603922","6119.37022218668","6770.75002682893","7999.11266676484","8787.58972193297","9783.85202151322","11826.0186130503","13751.998948016","13883.8871432732","12081.8010496077","11804.4328880134","11857.8921357231","11562.9190778487","12253.1002141785","17201.0888129674","21340.7278625524","22527.0467265631","21901.054745944","26891.4464489571","27011.3774590051","29569.6603567112","27597.9752286357","29995.5796235479","35351.3654606819","35650.7140860994","32835.9399398833","33368.142415092","33440.7948054204","30743.5476816354","30751.654348268","33228.6935448819","40458.7773986609","46511.5983324305","48799.8256011275","52026.9995142723","58487.0549677696","64322.0635020842","58163.2768762815","58041.3984363385","61753.647131977","58507.5080517852","61191.1937042028","62548.9847332908","53254.8560039631","54663.9983719195","57141.0598350414","61390.6930097009","59822.0929608968",
"Dominican Republic","DOM","GDP per capita (current US$)","NY.GDP.PCAP.CD","204.11474750958","192.027725260401","234.051629386729","258.595852955478","272.974146237077","229.02367729865","245.987545364814","250.9766941897","254.051857561451","281.377797656778","330.131652636164","360.152229961467","417.919700285504","480.052967973334","583.484188569677","699.602323740237","748.99019479621","848.284789644013","854.648087674358","969.498732059698","1164.95262604095","1273.82343630942","1362.51044452904","1487.27486873879","1831.08530261077","780.385865786157","928.03295214205","865.831368523135","783.035059006897","955.515872780031","991.614424124905","1338.89604477862","1532.90322395673","1733.40045528614","1908.4847543857","2122.79766569208","2293.75524674311","2476.11344027155","2638.34947965773","2653.34401171644","2869.10586072527","2977.14842791109","3136.15518697774","2445.43589302222","2528.57719913865","3970.32284040996","4134.68378533407","4707.79253191697","5087.98536458932","5039.40259591689","5555.38972190199","5913.43207224236","6110.36965247193","6238.13360822241","6608.82810187508","6921.5172283795","7280.88010922762","7609.33879943715","8050.63044027449","8282.1162218645",
"Algeria","DZA","GDP per capita (current US$)","NY.GDP.PCAP.CD","246.30876252962","214.776273516192","172.245997766356","226.899988804342","238.048532020905","249.883486058815","235.598111822427","253.923650753479","281.925745024389","302.752306734104","336.224855584547","341.388987340498","442.351878193504","554.755124929209","817.988308478181","936.790025769149","1037.60703844052","1192.74388765763","1456.41939597215","1782.69798137911","2202.99736479746","2237.08632490354","2210.30192760168","2312.65561948251","2467.34642199031","2582.87958916856","2757.13052415538","2807.33029744222","2417.3766834056","2215.84755797478","2408.68881482248","1731.61127444317","1776.03667438071","1807.32854846258","1507.86531803627","1452.26944487837","1603.93792062434","1619.80622391421","1596.00371429844","1588.34750283895","1764.97382982785","1740.64242309447","1781.83736487376","2103.41305835023","2609.94560777437","3113.10109432814","3478.65487075233","3950.51936900172","4923.62926502041","3883.26127101905","4480.79927130159","5455.85352874953","5592.25709916356","5499.58148704572","5493.02558996263","4177.89251546889","3946.44397689835","4044.27660039876","4114.71506136896","3948.34327892571",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (current US$)","NY.GDP.PCAP.CD","89.6774349087517","78.7561125398518","71.2185683138684","75.1934913923558","85.0869260583814","96.8708300264888","103.148124479373","97.3726465193707","95.7254574102934","104.601687476361","113.460764776996","118.748201006491","131.395177147323","161.582597932799","178.369064711409","196.67803142157","196.158289366667","223.076991246145","212.592225767243","242.410249182839","275.477091116536","289.432077431216","298.645554129104","308.160758090662","329.292241169505","355.139725953368","348.241088063892","337.98309777015","368.405955402981","391.582191055024","413.013585898094","441.509129875298","487.902308926385","528.585042347085","627.646307698789","765.005988766565","868.055006331646","888.503731681036","805.175080248192","876.41746400123","956.67209808772","1008.36826338406","1106.27981307068","1241.63252756987","1428.05772770913","1640.96005591057","1961.13296492694","2461.09418655988","3091.07328256698","3327.85153444772","4005.48896330204","4858.58187445479","5378.84238954118","5891.45776577728","6306.32841414278","6522.67436374416","6612.24847115179","7173.39830759621","7971.13751452149","8222.07772991917",
"Early-demographic dividend","EAR","GDP per capita (current US$)","NY.GDP.PCAP.CD","155.886062257686","153.006402365375","154.419964444433","159.875629705146","179.163446542044","189.671075809504","182.543776389469","187.198548197951","197.7590085542","215.574684010114","223.741933003273","235.714283053239","252.866632869272","315.474265030395","431.592209222501","451.457165619754","480.585841148038","524.482328417111","567.167904229543","673.263959449243","815.864697044804","887.152484330263","824.593492396268","811.174220763105","784.485231340817","784.701423815702","771.535521236091","756.415432419397","787.319907518675","782.028061200219","896.596766673961","929.427180092474","998.747172171576","1071.53424509128","1101.23376583391","1108.57126518691","1183.89419811151","1241.89941259943","1204.35089548232","1251.11989778598","1336.99930377226","1300.56237934616","1241.89569557748","1358.49679191206","1552.33630575658","1780.27172502662","2003.73717640507","2338.72449716311","2595.77360108964","2460.73656900614","2944.92579471656","3252.8883056719","3362.38279072181","3373.30668044576","3444.08795085167","3297.40525634055","3328.52405517429","3548.28805066882","3582.00222702088","3641.49428094103",
"East Asia & Pacific","EAS","GDP per capita (current US$)","NY.GDP.PCAP.CD","147.227854448751","147.151006951457","148.503446127822","161.776914029869","181.614452182484","197.569453160521","215.22394951789","227.609115571563","244.793882814073","274.597762888869","315.665444810867","341.960242243732","414.517264563222","534.46546969231","602.272557096466","647.046684018796","699.623470077737","821.210479570017","1020.93177470304","1091.8753750803","1162.76781556976","1262.72522732277","1217.48568015789","1275.43569863308","1346.11302464995","1399.476020434","1800.75817188716","2080.69542446793","2463.56083031236","2526.02592311258","2599.11865356222","2893.45651140893","3120.42819332877","3446.98470185181","3808.01656470042","4276.2243547977","4073.06125410186","3854.10231093289","3417.91865431555","3779.70134589648","4052.34337859088","3736.2279000556","3765.78441945741","4108.71311964656","4574.6332683118","4848.23453824267","5105.55738845098","5672.54259773892","6498.48764495174","6647.74311372798","7697.99280464496","8861.4584655038","9420.49788165368","9466.23545167095","9703.28402570889","9598.27855497314","9857.98086489345","10467.7021916107","11316.7604501843","11526.7364862403",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2425.74307166068","2326.4675973168","2475.48005214443","2400.15958808491","2200.73834436864","2149.46173710541","1842.19509080992","1965.63278553828","1982.53158279036","2067.21460255528","1913.48404288447","1604.12108923476","1790.95485781846","1770.45446433577","2026.54606441126","2553.07499113177","3381.53020325593","4269.88504079428","5229.66385882101","6709.63636590963","8284.80429883496","6466.58996840833","7780.76665443152","9611.53680415616","10189.2239751585","10729.4077397626","9897.82794207497","7461.21170155524","7043.48134673804","7863.6790493156","8013.86070821048","8110.72144821906",
"Europe & Central Asia","ECS","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","1031.53212378182","1100.74115228331","1141.41860646879","1251.82654282066","1377.5703305956","1544.6324134723","1836.9158891913","2318.79531207257","2601.92637028969","3015.57233941363","3112.95394421422","3497.42915232661","4258.74020599677","5160.54382909158","5794.5716148355","5123.15527530213","4907.33410397692","4733.63929246993","4523.07101401566","4653.13744686095","6312.45860504417","7752.66452543235","8577.61312654059","8641.69765110963","10520.672190743","10799.2893518256","11533.6394877354","10555.3806467342","11009.4322039786","12690.017454318","12929.5144732976","12247.410339893","12545.5956791077","12388.7077579402","11645.9747322513","11759.6788132146","12832.2639603797","15581.5776943929","18109.433364704","19222.3739973969","20752.6346690622","24159.8164604628","26415.0085343169","23138.5605864774","23604.6811937421","26109.2590137749","25068.3281202146","26071.8520582126","26301.0829908345","22551.6008910796","22371.6823872914","23597.42400545","25171.425966277","24696.3396075804",
"Ecuador","ECU","GDP per capita (current US$)","NY.GDP.PCAP.CD","455.461586837328","375.2216257143","315.688244519312","368.629956130748","440.559715276871","455.198078758113","449.920290321545","459.278881380575","450.999787822339","527.900442550973","471.63071953343","440.85736908036","495.535764004719","588.336798309707","970.011438746612","1105.42008099839","1264.91287302125","1493.33135820098","1572.40136018997","1821.04764801474","2238.21484227284","2660.61150307057","2369.95037511126","1988.78732313123","1912.43148704413","1891.56060113359","1648.0158016113","1464.4932435055","1337.8894837854","1390.21311402663","1489.52950926574","1622.20824281116","1688.5050673671","1727.75405759406","2026.11271507455","2132.90696893928","2155.51722947965","2356.37084318401","2293.88973536506","1578.93353632547","1445.27932442901","1894.61516893932","2172.1018772447","2425.85184175715","2691.27808061965","3002.13686727475","3328.88297239765","3567.83643782206","4249.01926210976","4231.61579767847","4633.59035839904","5200.55579014874","5682.04500655353","6056.3308269681","6377.09153014217","6124.49164262072","6060.09332904415","6213.50127649921","6295.93539868079","6183.82382482173",
"Egypt, Arab Rep.","EGY","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","162.608482996222","168.963224188623","174.862587941817","180.410875649514","193.58598039818","233.013716294986","243.8067877406","257.588729291181","273.698584790361","244.747201960023","301.749358492003","337.774377457271","357.077947806179","358.847727465563","426.346463384197","500.355045249222","498.559115853626","607.281509441716","662.687259997872","708.195762381906","792.82394542907","815.248791614643","778.116827370027","655.06776872875","725.629736322004","765.642046377923","651.077581654641","713.452523933266","777.857709121717","849.452499105263","965.110730046032","1063.33309452077","1208.71990101581","1281.39671994505","1343.551962788","1450.47624243298","1391.70784569174","1228.93797488055","1138.66467322337","1063.00366302957","1187.51968978388","1398.19062441416","1667.843720526","2044.52785549853","2329.23947996771","2644.81703909751","2791.95496186249","3232.64889178794","3264.37878715277","3378.83135785555","3598.9709482021","3525.02016450058","2440.51017311107","2549.13225178609","3020.03134971543",
"Euro area","EMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","923.42424735748","1005.28005833402","1106.56996882149","1230.22599168274","1355.99355886514","1468.91297919566","1589.45003377458","1714.84257731149","1828.76419274119","2027.72823474211","2237.3213199522","2521.88179663334","3026.07137927535","3903.56408953566","4401.79037242037","5077.57730701587","5275.33746806294","5976.59098937287","7289.0635614727","8793.51708285027","9806.3209733658","8489.91348617417","8197.39797219595","7981.07218134607","7642.63329696996","7836.7805209872","10971.1318533393","13532.2957760015","14833.1878828195","15086.9496166361","18900.3666638708","19541.7028259012","21455.4253689727","19556.5856354056","20586.9978897062","23696.9383202038","23915.7721628366","21810.2875141571","22380.5067897272","22213.1812839233","20165.7805301343","20432.3876464163","22109.1843051506","27134.7873018788","30948.7187570349","31936.0453734983","33767.0925166372","38666.7342923688","42177.8209210533","38423.2137622717","37567.1305639807","40613.8742750705","37598.0422605763","39102.9130889748","39857.2917635599","34381.5547912416","35142.3154719071","37095.1202703313","39965.8403338731","38925.6651077079",
"Eritrea","ERI","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211.331722614841","208.999946733221","239.668734955943","262.23112962306","315.751113694587","312.72624698949","337.887664307275","307.910872511701","308.13378356477","316.823820014563","293.955790897214","334.585442902621","407.769976516575","388.595122631048","415.036599442053","439.832690498933","450.63284030614","595.109987185412","501.355633266246","642.507659063694","","","","","","","","",
"Spain","ESP","GDP per capita (current US$)","NY.GDP.PCAP.CD","396.392253337614","450.053289246968","520.206131380005","609.487384056513","675.241639141208","774.761609330096","889.659872011529","968.306781765983","950.545740593734","1077.67869994591","1212.28935451199","1362.16551714169","1708.80864373509","2247.55340957691","2749.92463085","3209.83742074469","3279.31264308775","3627.59063324257","4356.43920265176","5770.21462719531","6208.5780190814","5371.16642209158","5159.70863304073","4478.50028865387","4489.98895204895","4699.65577384675","6513.50327963098","8239.6138155813","9703.123841794","10681.9712029257","13804.8768037932","14811.9028112693","16112.1889276669","13339.9085669964","13415.287013608","15471.962716535","16109.0843985284","14730.7971752046","15394.3514628249","15715.3322713275","14713.0657111519","15355.7031663439","17025.5319828692","21463.4426577449","24861.2827964413","26419.2968638221","28365.3134896346","32549.9709785513","35366.2596011983","32042.4740786617","30502.7197080776","31636.4463142558","28324.4293363918","29059.5479522321","29461.5503337389","25732.0183647454","26505.3432155204","28170.4345659807","30337.6791331632","29613.6711379783",
"Estonia","EST","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2681.82012187857","2814.83473444209","3130.80709364714","3376.79437256502","3678.15826423064","4087.50330566881","4144.63081737072","4075.97063851071","4509.1784599903","5344.8777984536","7206.16648010912","8912.99219516932","10406.3968759176","12631.5677723615","16741.9391245668","18227.1200781939","14794.9707926449","14790.8212220594","17621.5474392795","17534.4215441923","19174.100729108","20367.1026566799","17522.230186252","18237.2958432683","20388.2095530338","23258.4675814303","23659.8722900339",
"Ethiopia","ETH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","203.557017293816","208.342380062533","224.627429667255","205.623782447134","233.218724767578","234.6821931325","242.961585155827","243.735868588398","248.022793923143","254.243256893683","271.394411826541","204.050205321338","165.693196952028","125.549569881947","134.342955536621","145.166903727133","141.508619901766","125.076141078992","119.684067048681","124.460800271762","120.765781959083","111.927223529279","119.490390988672","136.466255552783","162.432726500352","194.687430455118","244.286037152722","326.436826698931","380.569047862885","341.554114905179","354.479575841347","467.077927241718","499.531572059907","566.926466461984","640.541891313682","717.124592933285","768.522307579386","771.523813864476","857.501351042922",
"European Union","EUU","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","1339.55587661695","1444.77890969297","1536.66746079001","1701.28594697786","1879.61245946164","2113.95096442551","2533.81067942008","3258.71682833521","3667.56792636408","4246.23164410207","4421.1432981036","4983.43236661866","6043.91290218733","7274.10148792973","8100.74875872653","7033.97855654821","6761.17170856202","6560.6243900899","6306.40343911231","6470.74190524715","9022.63471167458","11127.8331077369","12176.8823735896","12396.7360030209","15459.3587804541","15963.6800139056","17497.458186998","15924.4747550431","16828.5048339049","19464.222489252","19749.9523772982","18087.0964821116","18613.6160162014","18475.6510855457","16908.7231890583","17183.6208399503","18680.5599247748","22920.8936475087","26262.0678538352","27330.993654149","29068.6043405903","33549.5234415907","36912.0649397243","33359.7889906185","32931.6381222667","35716.273662884","33158.7914088519","34564.1125052742","35243.2073712896","30473.7402563699","31162.6963930937","33029.9879503522","35659.75714691","34843.297471632",
"Fragile and conflict affected situations","FCS","GDP per capita (current US$)","NY.GDP.PCAP.CD","96.7337962236184","98.5467809760793","106.23229940116","119.344367031011","102.642210473206","110.101345961468","114.560571910374","108.398365460439","111.697260094901","122.516743383396","145.363325984069","144.37790171303","161.078578694691","192.309958265946","279.114490522226","305.115272891631","349.817858637103","372.912710820469","399.356774999421","488.499216623632","594.002459832421","809.237975980269","754.599222874095","620.310340213962","543.611270081159","541.977078927922","496.431185869295","486.982868830163","503.21256374158","449.585627705801","686.397786213563","691.00306250462","671.203413040175","605.246507123248","567.002165651329","640.434080406583","644.845392621417","702.593249285287","689.919591448418","729.57260092998","834.244932982547","805.524865506855","753.131526248909","782.186720356785","949.616480355742","1160.32620618902","1410.05719287168","1675.53562370869","2110.23250854266","1939.75547002813","2282.1067276228","2255.73358335966","2534.45814353011","2601.11660301871","2796.19895823291","2409.66401678124","2107.93886646687","2084.67211107407","2206.39826523439","",
"Finland","FIN","GDP per capita (current US$)","NY.GDP.PCAP.CD","1179.35301099994","1327.427224366","1411.70239818044","1522.3192420995","1707.50393824701","1882.08685764849","2010.21345619725","2034.18904965478","1907.07727217667","2178.03525044982","2465.64488008901","2716.18999980754","3177.64554641111","4173.17298080295","5297.60778380496","6255.54474368131","6739.69081021395","7069.10570711858","7628.81580540328","9332.24519976281","11223.937563528","10926.817966566","10938.122061411","10497.479996566","10833.8662886935","11398.1059531509","14951.0467852887","18571.0599253579","22047.7933222595","23973.2394840041","28364.6450765922","25484.7392935746","22319.059460246","17608.8123902264","20301.333085866","26271.5998141691","25783.4504878611","24691.8728133698","26009.2694886182","26177.3479836441","24285.4668205162","24946.1891891404","26869.6749036293","32855.1326287803","37702.8453762641","39040.2888825052","41188.0936997302","48414.8450929722","53554.0389224673","47293.9928335042","46459.9732548543","51081.9976703127","47710.7902169415","49878.0432444536","50260.2998588958","42784.6983616432","43784.2839622098","46316.7454588326","50021.2910567702","48685.8539866945",
"Fiji","FJI","GDP per capita (current US$)","NY.GDP.PCAP.CD","285.473560637195","287.2635289804","291.478863452774","296.715117188676","310.809517133428","317.014858851219","316.126492464071","333.262741507321","334.615258618281","357.427188532105","422.386732365336","466.013952657871","583.317691579023","768.69545015019","987.92899180898","1186.67607914446","1182.10218194803","1202.6373853856","1360.78540071535","1640.55427213755","1892.8917191424","1898.40241125965","1786.69935358748","1638.38394085292","1681.69307982327","1603.32987928296","1795.37795308086","1631.94227624764","1535.38645223911","1632.20586594211","1835.12809591767","1881.75411799099","2057.57803286044","2166.23347807519","2384.09574354222","2540.99070957207","2714.56493158452","2641.47786553845","2070.57462416125","2408.73592084818","2076.56878431649","2039.62569721177","2260.25839838475","2837.89224620811","3334.93166669792","3659.57932870842","3747.86071607455","4072.10156984329","4167.67028471654","3362.81655514032","3652.52743714193","4371.45751012411","4591.55578402956","4840.69371615802","5605.57033080847","5390.74523711745","5651.31806630066","6101.03084255946","6266.96795881419","6220.04642089247",
"France","FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","1334.69005583825","1428.04548673446","1578.28460367258","1744.64058973424","1909.54123238543","2038.16273394898","2186.47485240446","2343.10422573021","2536.0850645089","2752.0949541112","2857.25217648673","3169.03499181675","3854.55678433954","4969.76391161875","5328.24174650002","6690.57827024394","6866.81828557848","7532.5279280869","9264.77783385334","11179.6312730408","12713.3612480565","11104.9777323235","10496.9298731656","9993.42207408963","9419.69764827399","9763.32861034257","13540.2470824157","16302.4414011249","17679.996995809","17694.3053541732","21793.8426479832","21675.0642485493","23813.7118417151","22380.1039619355","23496.5233222666","26890.2198804535","26871.8290189054","24228.9423508964","24974.2721990005","24673.1989691744","22364.0293943406","22433.5557141945","24177.3351674642","29568.385949668","33741.2651469175","34760.1877663866","36443.6234414411","41508.4339850416","45334.1144358246","41575.4187483737","40638.33400426","43790.7320482019","40874.7035053457","42592.9340943342","43011.2631028417","36638.184929157","37037.3741861219","38812.1610341682","41631.0907389044","40493.9285720456",
"Faroe Islands","FRO","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24034.2468083717","24125.2558762552","22653.3160466352","24419.7424401392","26732.7904740224","31497.9669213031","35467.1754699443","36205.3705396112","41522.5438571741","47885.6988786829","50866.0810982214","47447.8700366077","48530.2338492813","52083.8891448364","49459.7172338372","54853.6255967876","59440.0307606004","52404.6593331379","55822.9147203438","58622.840815806","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1320.86470128614","","","1276.49166714066","1296.96929283499","1355.65581344784","1437.42624153439","1528.54072128015","1682.69717525564","1756.60081468404","1909.25275465525","1909.83683863058","2060.60969598899","2017.47306616446","1904.7409660767","2022.70719355316","2042.47965782466","2171.95024301223","2248.42917525869","2265.88059422592","2295.88965491436","2253.09261430246","2358.28001771429","2406.18291560296","2458.61131323963","2541.40888326589","2721.87035688274","2885.44567636113","3009.19864668922","3131.38671463839","2994.67930442007","2971.45729017367","2906.37678497635","3014.70035839042","3289.70114571277","3568.291015625","",
"Gabon","GAB","GDP per capita (current US$)","NY.GDP.PCAP.CD","282.413795136241","331.431867958805","357.522363173554","298.466409534426","410.900952138148","424.617258455559","452.668660821235","490.098852792328","520.477661319893","550.726052026662","549.456614777571","635.495856830609","703.785421909943","1160.31063559259","2432.82468149933","3332.00460917588","4550.04667494901","4154.27475460752","3452.62054538486","4275.25736378107","5892.15606978026","5186.37017914264","4736.04629278741","4325.27026764319","4423.53149827758","4038.06366202811","4004.05411644878","3755.48800751792","4267.81934418992","4532.16585864728","6268.95101975453","5537.0097213605","5578.00517318483","4252.0281857038","3963.86804889036","4570.59236712951","5116.14605875863","4667.16858546361","3831.78066770816","3888.89892699174","4125.71666351713","3989.55660613452","4121.95864470997","4922.37652559806","5729.29695779698","6888.62714727031","7214.91454358539","8447.0785912062","10212.8194320542","7690.05223487234","8849.35529971507","10809.6464505909","9813.4777028244","9683.57629028674","9663.42923977641","7384.71587003183","6984.45101873395","7230.39639268426","7956.62781558686","7667.36686126914",
"United Kingdom","GBR","GDP per capita (current US$)","NY.GDP.PCAP.CD","1397.5948032844","1472.38571407868","1525.77585271032","1613.45688373392","1748.2881176141","1873.56777435421","1986.74715869685","2058.78188198056","1951.75859587532","2100.66786858672","2347.54431773747","2649.80151387223","3030.43251411977","3426.27622050378","3665.8627976419","4299.74561799284","4138.16778761535","4681.43993173038","5976.93816899991","7804.76208051155","10032.062080015","9599.30622221965","9146.07735701852","8691.51881306514","8179.19444064991","8652.21654247593","10611.112210096","13118.586534629","15987.1680775688","16239.2821960944","19095.4669984608","19900.7266505069","20487.1707852878","18389.0195675099","19709.2380983653","23123.1777902009","24332.6977665594","26734.5626114537","28214.274355869","28669.539690801","28149.8700107891","27744.5064592461","30056.5862179301","34419.1479145952","40290.3139710116","42030.2866138136","44599.6975685697","50566.8265956828","47286.9984928367","38713.1374283353","39435.8399018505","42038.572250193","42462.771568145","43444.533001954","47425.6076805194","44974.8318771782","41064.1334316223","40361.4173832159","43043.2278164551","42300.267125825",
"Georgia","GEO","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1614.6401223992","1314.67067020404","757.223548505358","550.015542609224","519.816187076762","578.336763329878","689.034413652597","807.032285752352","851.515744635874","673.537892675192","749.908523611591","801.990413888373","853.516453713318","1010.0079801313","1305.04748557208","1642.76093756395","1996.05712927664","2635.35388202963","3324.73587905411","2822.66743023352","3233.29594347421","4021.74330617286","4421.81824228013","4623.74572473419","4739.18833846421","4014.18594419329","4062.16988757379","4357.00093554628","4722.78778321766","4769.18654326351",
"Ghana","GHA","GDP per capita (current US$)","NY.GDP.PCAP.CD","183.449562150492","190.218771854768","195.492259522758","211.064799079178","230.088718367366","265.323345967193","267.74842725408","214.832148179068","200.307166178469","230.287308092925","253.566563815845","269.368325240366","228.859956009229","259.70173428655","296.889841147268","281.40612646801","271.125551678803","306.809994546516","345.834553557393","372.060258519828","402.060562295804","372.07737791788","345.641481228165","337.162899872152","355.666675005137","352.352824622797","435.068253766812","374.470341506465","372.684113171393","365.889657180281","398.637000137952","433.773065097474","409.746625373062","370.419247944586","328.744586414155","379.988007250646","397.13593689471","384.796156440468","407.523303616938","410.334229678993","258.47095948786","269.014998380817","304.564560762479","367.82152164834","417.508164861765","491.946377884101","911.998675616525","1078.16050942235","1210.62225723084","1074.75538037586","1299.34494946039","1549.46290192946","1587.56123719997","2345.39290574885","1971.03334675411","1743.8509964087","1931.38947036943","2025.93242386751","2202.31216442504","2202.11556738065",
"Gibraltar","GIB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
